business_name,category,subcategory,city,address,phone,whatsapp_url,distance_km,google_rating,google_reviews,has_website,play,priority_score,outreach_template
Rumi Paniagua Salon,Salon de Belleza,General,Asunción,"Teniente Héctor Vera &, PC6H+F5C, Av. Gral. José de San Martín, Asunción 001409, Paraguay",0971 644723,https://wa.me/0971644723,4.73,5.0,4,NO,ESTETICA_DENTAL,6,ESTETICA_SONRISA
Salón de belleza RUMI PANIAGUA,Salon de Belleza,General,Asunción,"📍Teniente Héctor Vera 1651, Asunción 001409, Paraguay",0971 644723,https://wa.me/0971644723,4.72,5.0,3,NO,ESTETICA_DENTAL,6,ESTETICA_SONRISA
Sol Spa Beauty Center,Spa/Wellness,Spa,Lambaré,"Av. Cacique Lambare, Lambaré 3838, Paraguay",0991 413890,https://wa.me/0991413890,3.15,4.0,4,NO,ATM_BRUXISMO,6,ATM_BRUXISMO
Bella House Py,Salon de Belleza,General,Lambaré,"JCV2+WCM, Lambaré 110717, Paraguay",0985 919454,https://wa.me/0985919454,4.71,5.0,2,NO,ESTETICA_DENTAL,6,ESTETICA_SONRISA
Studio Queen By Clau Acosta,Salon de Belleza,General,Mariano Roque Alonso,"Toledo, &, Mariano Roque Alonso 111010, Paraguay",0971 950222,https://wa.me/0971950222,13.65,5.0,19,YES,"ATM_BRUXISMO,ESTETICA_DENTAL",6,ATM_BRUXISMO
Esebastian Y Sophie Monfillo Unisex,Peluqueria,General,Luque,"America entre Paysandu y, Cochabamba Casi, Luque 110915, Paraguay",0981 128012,https://wa.me/0981128012,12.99,4.9,161,YES,ADJACENT_REFER,6,ADJACENT_GENERAL
Centro de Belleza Jovita,Salon de Belleza,General,Asunción,"República de Siria 480-407, Asunción 001208, Paraguay",0981 788845,https://wa.me/0981788845,3.23,5.0,18,YES,ESTETICA_DENTAL,6,ESTETICA_SONRISA
Giovanni Coiffure,Peluqueria,General,Mariano Roque Alonso,"Boqueron, Mariano Roque Alonso 111010, Paraguay",0982 691638,https://wa.me/0982691638,13.77,4.8,180,YES,ADJACENT_REFER,6,ADJACENT_GENERAL
Nueve Reinas spa de manos y pies,Spa/Wellness,Spa,Asunción,"Av. Dr. José Gaspar Rodriguez de Francia y, Asunción 001102, Paraguay",0974 500654,https://wa.me/0974500654,3.86,5.0,5,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Movida Pilates Lambaré,Gimnasio/Fitness,Yoga/Pilates,Lambaré,"Guaraníes, Lambaré 110722, Paraguay",0976 483798,https://wa.me/0976483798,3.33,5.0,5,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Monica Alonso - Beauty Bar,Spa/Wellness,General,Asunción,"Avenida España, &, Asunción 001411, Paraguay",0981 934007,https://wa.me/0981934007,3.96,5.0,6,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Loto Pilates,Gimnasio/Fitness,Yoga/Pilates,Lambaré,"Gral. Aquino 2262 c, Lambaré 110720, Paraguay",0991 714760,https://wa.me/0991714760,3.34,5.0,5,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
JE Studio Pilates Yoga,Gimnasio/Fitness,Yoga/Pilates,Asunción,"Sucre N° 1984, casi, Asunción 001408, Paraguay",0973 203323,https://wa.me/0973203323,4.68,5.0,7,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Ahimsa Escuela de Yoga,Gimnasio/Fitness,Yoga/Pilates,Asunción,"San Francisco 822, Asunción 001208, Paraguay",0991 602073,https://wa.me/0991602073,3.49,5.0,5,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Inspira Pilates,Gimnasio/Fitness,Yoga/Pilates,Asunción,"Doctor Luís Enrique Migone 767, Asunción 001529, Paraguay",0991 970900,https://wa.me/0991970900,4.76,5.0,7,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
La Logia Barberos - Vintage Club,Barberia,General,Luque,"Barrio Primavera, Luque 110929, Paraguay",0985 955741,https://wa.me/0985955741,13.97,4.9,121,YES,ADJACENT_REFER,6,ADJACENT_GENERAL
Julia Cuéllar Make-Up & Beauty,Salon de Belleza,General,Asunción,"Soldado Desconocido 125 casi, Asunción 001530, Paraguay",0981 438939,https://wa.me/0981438939,4.2,4.3,12,YES,ESTETICA_DENTAL,6,ESTETICA_SONRISA
KLINIC Medicina Estética y Oculoplastia,Otros,General,Asunción,"América 187 casi, Asunción 001207, Paraguay",0971 892298,https://wa.me/0971892298,2.83,3.9,14,NO,ESTETICA_DENTAL,6,ESTETICA_SONRISA
Queenies Mariano,Salon de Belleza,General,Mariano Roque Alonso,"Shopping La Rural Bloque B, QF86+JRW, Mariano Roque Alonso 111020, Paraguay",0985 200448,https://wa.me/0985200448,11.53,5.0,5,YES,"ATM_BRUXISMO,ESTETICA_DENTAL",6,ATM_BRUXISMO
MONARCA,Peluqueria,General,Asunción,"C/ Cervantes, Sgto. Toribio Valinotti, Asunción 001534, Paraguay",0984 365305,https://wa.me/0984365305,5.37,5.0,59,YES,ADJACENT_REFER,6,ADJACENT_GENERAL
EstetiCare,Estetica/Facial,General,Asunción,"Pitiantuta, &, Asunción 001204, Paraguay",0971 264525,https://wa.me/0971264525,4.13,5.0,1,NO,ESTETICA_DENTAL,6,ESTETICA_SONRISA
Estetica Integral,Estetica/Facial,Centro Estetica,Lúke,"Sauce 361, Lúke 110932, Paraguay",0986 501058,https://wa.me/0986501058,12.15,5.0,2,NO,"ATM_BRUXISMO,ESTETICA_DENTAL",6,ATM_BRUXISMO
Serenity -Belleza y Estética-,Spa/Wellness,General,Ñemby,"JFCC+V9Q, Av. Moisés Bertoni, Ñemby 111459, Paraguay",0981 201060,https://wa.me/0981201060,10.8,5.0,3,YES,"ATM_BRUXISMO,ESTETICA_DENTAL",6,ATM_BRUXISMO
Indara Beauty & Spa - Sucursal Bo. Kennedy,Spa/Wellness,Spa,Lambaré,"Silvio Pettirossi 552, Lambaré 110725, Paraguay",0982 229380,https://wa.me/0982229380,3.93,5.0,1,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Cinnia Pilates,Gimnasio/Fitness,Yoga/Pilates,Fernando de la Mora,"MC5G+C59, Soldado Ovelar, Fernando de la Mora 110328, Paraguay",0982 386868,https://wa.me/0982386868,4.69,4.8,4,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Yoga Shala,Gimnasio/Fitness,Yoga/Pilates,Asunción,"Presbítero Marcelino Noutz 872 c, Asunción 001207, Paraguay",0981 492424,https://wa.me/0981492424,3.71,5.0,2,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Barbería Paraguay Asunción(Alphas Barber Shop py),Barberia,Barberia Moderna,Asunción,"Prof. Ramón Cardozo, Asunción 001404, Paraguay",0991 625203,https://wa.me/0991625203,6.57,4.8,78,YES,ADJACENT_REFER,6,ADJACENT_GENERAL
Danny tattoo,Tatuajes/Piercing,General,Lambaré,"Campo Via 244, Lambaré 110725, Paraguay",0981 652103,https://wa.me/0981652103,4.14,5.0,1,NO,ATM_BRUXISMO,6,ATM_BRUXISMO
Salon de Belleza Angela Coiffure,Salon de Belleza,General,Lambaré,"Angela coiffure, Jose Silvano Godoy casi, Lambaré 110728, Paraguay",0986 369554,https://wa.me/0986369554,4.57,5.0,1,YES,ESTETICA_DENTAL,6,ESTETICA_SONRISA
Bienestar Integral Natura,Salon de Belleza,General,Lambaré,"Dr. Ernesto San Martin esquina, Lambaré 110719, Paraguay",0972 903027,https://wa.me/0972903027,3.66,5.0,1,YES,ESTETICA_DENTAL,6,ESTETICA_SONRISA
GUSTAVO CORONEL,Salon de Belleza,General,Ñemby,"Primer Presidente- Desvío a San Antonio y, Ñemby 111216, Paraguay",0992 498326,https://wa.me/0992498326,11.57,5.0,3,YES,"ATM_BRUXISMO,ESTETICA_DENTAL",6,ATM_BRUXISMO
PINK NAILS San Lorenzo Py,Uñas/Nails,Salon Uñas,San Lorenzo,"Las Colinas, San Lorenzo 111417, Paraguay",0985 576755,https://wa.me/0985576755,11.84,4.4,127,YES,ADJACENT_REFER,6,ADJACENT_GENERAL
DEDE MASAJEs,Spa/Wellness,General,Lambaré,"Paz del Chaco, Lambaré 110708, Paraguay",0991 940491,https://wa.me/0991940491,2.85,0.0,0,NO,ATM_BRUXISMO,6,ATM_BRUXISMO
Noe Estética Integral,Spa/Wellness,General,Ñemby,"Santa Rosa 394 c, Ñemby 2540, Paraguay",0991 501252,https://wa.me/0991501252,11.29,0.0,0,NO,"ATM_BRUXISMO,ESTETICA_DENTAL",6,ATM_BRUXISMO
Radiance Spa 🧖‍♀️,Spa/Wellness,Spa,Lambaré,"M92J+JFJ, Lambaré 110722, Paraguay",0971 376489,https://wa.me/0971376489,3.93,0.0,0,NO,ATM_BRUXISMO,6,ATM_BRUXISMO
Estudio 939. Pilates,Gimnasio/Fitness,Yoga/Pilates,Asunción,"Alfredo Seiferheld 4896, Asunción 1421, Paraguay",0986 347933,https://wa.me/0986347933,2.29,0.0,0,NO,ATM_BRUXISMO,6,ATM_BRUXISMO
Joseph Coiffure Carmelitas,Spa/Wellness,General,Asunción,"Av. España 1480, Asunción 001411, Paraguay",0981 452622,https://wa.me/0981452622,4.78,4.5,28,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Bar de Cejas,Pestañas/Cejas,General,282,"Julio Correa, 282 1429, Paraguay",(021) 728 8000,https://wa.me/0217288000,6.36,4.7,85,YES,ADJACENT_REFER,6,ADJACENT_GENERAL
CUMANA Wellness Club,Spa/Wellness,General,Asunción,"Av. España 2287, Asunción 1207, Paraguay",0984 309937,https://wa.me/0984309937,3.34,5.0,27,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Estética Lulú,Spa/Wellness,General,Villa Hayes,"c/ Margarita Pildayn, Villa Hayes 150502, Paraguay",0984681514,https://wa.me/0984681514,10.06,2.5,2,NO,"ATM_BRUXISMO,ESTETICA_DENTAL",6,ATM_BRUXISMO
"Spa Facial y Corporal Unisex ""Adonai""",Spa/Wellness,Spa,Ñemby,"La Lomita, Ñemby 111219, Paraguay",0985 839008,https://wa.me/0985839008,13.55,0.0,0,NO,"ATM_BRUXISMO,ESTETICA_DENTAL",6,ATM_BRUXISMO
Bar de Cejas,Pestañas/Cejas,General,Villa Elisa,"Americo Picco 2878 Villa Elisa, Villa Elisa 2610, Paraguay",(021) 728 8000,https://wa.me/0217288000,7.49,4.8,75,YES,ADJACENT_REFER,6,ADJACENT_GENERAL
Nails Therapy by Alejandra Delgado,Uñas/Nails,Salon Uñas,Lambaré,"Av. Cacique Lambare 112 casi, Lambaré 110725, Paraguay",0981 786991,https://wa.me/0981786991,4.02,5.0,5,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Clínica De Estética Integral Beauty & Relax,Otros,General,Asunción,"Av. Dr. Guido Boggiani 5976, Asunción 001416, Paraguay",(021) 604 537,https://wa.me/59521604537,4.21,3.7,3,NO,ESTETICA_DENTAL,6,ESTETICA_SONRISA
Salon Market - Luque,Salon de Belleza,General,Luque,"Balderrama &, PGJ5+FR4, 14 De Mayo, Luque 110930, Paraguay",0984 391552,https://wa.me/0984391552,13.03,4.8,32,YES,ESTETICA_DENTAL,6,ESTETICA_SONRISA
VM BEAUTY SALON,Salon de Belleza,General,Lambaré,"Pedro Juan Caballero, Lambaré 110718, Paraguay",0986 217037,https://wa.me/0986217037,3.27,0.0,0,NO,ESTETICA_DENTAL,6,ESTETICA_SONRISA
Nails By Jime,Uñas/Nails,Salon Uñas,Lambaré,"Mariscal Estigarribia 643, entre nanawa y, Lambaré 1107, Paraguay",0982 741456,https://wa.me/0982741456,4.28,4.4,7,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
"Glow Spa, Lambare",Spa/Wellness,Spa,Lambaré,"Guarambare 5650, casi, Lambaré 110706, Paraguay",0993 545485,https://wa.me/0993545485,2.35,3.0,2,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Efecto Dara Nails & Beauty,Uñas/Nails,Salon Uñas,Villa Elisa,"1º de Mayo, Villa Elisa 2610, Paraguay",0986 856040,https://wa.me/0986856040,4.92,5.0,4,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Samasthiti Ashtanga Yoga Gurukula,Gimnasio/Fitness,Yoga/Pilates,Asunción,"Enrique Solano López 963, Asunción 1429, Paraguay",0981 202699,https://wa.me/0981202699,3.7,4.5,12,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Sonia González Beauty Palace,Spa/Wellness,General,Lambaré,"Av. República Argentina casi, Lambaré 2464, Paraguay",0982 825207,https://wa.me/0982825207,2.07,4.6,14,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
skinexpertpy,Otros,General,Lambaré,"Petereby 776 c, Lambaré 110705, Paraguay",0986 827372,https://wa.me/0986827372,2.11,5.0,14,YES,ESTETICA_DENTAL,6,ESTETICA_SONRISA
The Yoga Room PY,Gimnasio/Fitness,Yoga/Pilates,Asunción,"Senador Long 724 Entre, Eusebio Lillo Robles y, Asunción 001411, Paraguay",0981 981570,https://wa.me/0981981570,4.45,5.0,2,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Le Salon Peluquería y Spa,Salon de Belleza,Spa,San Lorenzo,"Miraflores 395 y, San Lorenzo 111449, Paraguay",0984 945240,https://wa.me/0984945240,10.67,5.0,10,YES,"ATM_BRUXISMO,ESTETICA_DENTAL",6,ATM_BRUXISMO
Younique,Spa/Wellness,General,Asunción,"PC89+VRP, Augusto Roa Bastos, Asunción 001530, Paraguay",0984 900376,https://wa.me/0984900376,4.57,4.0,13,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Moksha Yoga & Pilates,Gimnasio/Fitness,Yoga/Pilates,Asunción,"Jose Ocampos Lanzoni 560, Asunción 001001, Paraguay",0991 637040,https://wa.me/0991637040,4.47,4.0,13,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Haven Salón de Belleza Carmelitas,Salon de Belleza,General,Asunción,"San Rafael 428, Asunción 001529, Paraguay",0993 583959,https://wa.me/0993583959,4.84,4.9,14,YES,ESTETICA_DENTAL,6,ESTETICA_SONRISA
Paradise Spa Py,Spa/Wellness,Spa,Lambaré,"Mcal. Estifarribia 114 c, Lambaré 1107, Paraguay",0981 119618,https://wa.me/0981119618,3.71,0.0,0,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Joseph Coiffure - Plaza Madero,Salon de Belleza,General,Luque,"Autop. Silvio Pettirossi, Luque 2060, Paraguay",0981 083266,https://wa.me/0981083266,11.77,3.9,47,YES,ESTETICA_DENTAL,6,ESTETICA_SONRISA
mosana Pilates Yoga Estudio,Gimnasio/Fitness,Yoga/Pilates,Asunción,"Dr. Toribio Pacheco 6157, Asunción 001416, Paraguay",0994 458368,https://wa.me/0994458368,4.1,5.0,7,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
VELURE Cosmetología Estética,Estetica/Facial,General,Mariano Roque Alonso,"Mcal López, &, Mariano Roque Alonso 111009, Paraguay",0983 589398,https://wa.me/0983589398,13.89,0.0,0,NO,"ATM_BRUXISMO,ESTETICA_DENTAL",6,ATM_BRUXISMO
EWA Beauty Experience,Spa/Wellness,General,Lambaré,"M94P+G99, Av. Cacique Lambare, Lambaré 110721, Paraguay",0984 411521,https://wa.me/0984411521,3.33,4.6,7,YES,ATM_BRUXISMO,6,ATM_BRUXISMO
Gym ACOSTAATHLETIC,Gimnasio/Fitness,Gimnasio,Ñemby,"Acceso Sur casi, Ñemby 111314, Paraguay",0981 760517,https://wa.me/0981760517,14.35,4.9,78,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
CRISTY GYM -TFFMedia,Gimnasio/Fitness,Gimnasio,Ñemby,"Simeon Gomez e 2540, Ñemby 111214, Paraguay",0972 193796,https://wa.me/0972193796,11.42,4.7,59,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
319 GYM,Gimnasio/Fitness,Gimnasio,Mariano Roque Alonso,"Saturio Rios 319 casi, Av. Mariscal López, Mariano Roque Alonso 111009, Paraguay",0971 313940,https://wa.me/0971313940,13.93,4.7,70,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
SERGIO FITNESS CENTER,Gimnasio/Fitness,Gimnasio,Luque,"José Concepción Ortíz, Luque 110929, Paraguay",0986 135278,https://wa.me/0986135278,14.2,4.8,58,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Zona Fitness Gym,Gimnasio/Fitness,Gimnasio,Mariano Roque Alonso,"QFQ6+PX2, Mariano Roque Alonso 111010, Paraguay",0972 151365,https://wa.me/0972151365,13.6,4.8,98,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Zona Fit - Plaza Madero,Gimnasio/Fitness,General,Luque,"Autopista Silvio Pettirossi, &, Luque 110917, Paraguay",0986 108875,https://wa.me/0986108875,11.75,4.8,80,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Luque Training,Gimnasio/Fitness,General,Luque,"Del Maestro Chei, Cnel. Oviedo, Luque 110933, Paraguay",0984 910808,https://wa.me/0984910808,12.11,4.9,66,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
ONE GYM,Gimnasio/Fitness,Gimnasio,Luque,"Sportivo Luqueño, Luque 110930, Paraguay",0984 902237,https://wa.me/0984902237,12.79,4.5,82,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Gimnasio Oxigeno,Gimnasio/Fitness,Gimnasio,Mariano Roque Alonso,"Mariano Roque Alonso 111010, Paraguay",0971 871038,https://wa.me/0971871038,13.48,4.7,70,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
R&O Fitness,Gimnasio/Fitness,General,Mariano Roque Alonso,"Calle Toledo, Mariano Roque Alonso Mariano Roque Alonso, Mariano Roque Alonso 2040, Paraguay",0984 707786,https://wa.me/0984707786,13.9,4.6,51,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Gimnasio Jessy Junior,Gimnasio/Fitness,Gimnasio,Ñemby,"JF42+G67, Ñemby 111214, Paraguay",0994 345862,https://wa.me/0994345862,10.75,4.6,65,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Family Gym,Gimnasio/Fitness,Gimnasio,San Lorenzo,"MF6W+3Q7, Av. Defensores del Chaco 917, San Lorenzo 2160, Paraguay",(021) 582 141,https://wa.me/59521582141,11.14,4.7,50,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
LUQUE FIT Made in La República,Gimnasio/Fitness,General,Luque,"Julio Correa, &, Luque 110929, Paraguay",0992 263249,https://wa.me/0992263249,13.63,4.7,88,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Gym Pro Paraguay,Gimnasio/Fitness,Gimnasio,San Lorenzo,"MF4Q+JQJ, San Lorenzo 111422, Paraguay",0986 874797,https://wa.me/0986874797,10.51,4.6,74,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
General Gym,Gimnasio/Fitness,Gimnasio,San Lorenzo,"Santos Mendoza, San Lorenzo 111412, Paraguay",0982 650013,https://wa.me/0982650013,11.57,4.7,94,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Interfashion Peluqueria,Peluqueria,General,San Lorenzo,"Carmen de Lara Castro, San Lorenzo 2160, Paraguay",0983 156157,https://wa.me/0983156157,11.64,4.8,81,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Celmar Intercoiffure,Peluqueria,General,San Lorenzo,"MF5Q+RV7, San Lorenzo 111423, Paraguay",0981 719206,https://wa.me/0981719206,10.44,4.6,63,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Peluqueria Elio,Peluqueria,General,San Lorenzo,"MF4V+456, Julia Miranda Cueto, San Lorenzo 111423, Paraguay",0971 736692,https://wa.me/0971736692,10.89,4.6,66,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Maciel Hair Concept,Peluqueria,General,San Lorenzo,"Ave Manuel Ortiz Guerrero, San Lorenzo 111473, Paraguay",0994 901411,https://wa.me/0994901411,11.69,4.9,70,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Premier Fitness Club - Mariano Roque Alonso,Gimnasio/Fitness,General,Mariano Roque Alonso,"1er. Piso, Paseo Alameda, Ruta Internacional Transchaco y, Mariano Roque Alonso 2040, Paraguay",0982 527870,https://wa.me/0982527870,11.45,4.3,52,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
La Pelu de la Chuchi,Peluqueria,General,San Lorenzo,"Nilo Meyer casi, San Lorenzo 2160, Paraguay",0971 944090,https://wa.me/0971944090,11.56,4.8,69,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Pablito barbershop,Barberia,General,Ñemby,"Ñemby 111221, Paraguay",0972 843458,https://wa.me/0972843458,14.01,4.7,70,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Angel Barber Py,Barberia,General,San Lorenzo,"Ave Eugenio A. Garay, San Lorenzo 111409, Paraguay",0994 882966,https://wa.me/0994882966,10.3,4.9,52,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
hectorbarberstudio,Barberia,General,Mariano Roque Alonso,"Km15.1/2 transchaco Transchaco 0971566833 Mariano Roque Alonso, Mariano Roque Alonso 2040, Paraguay",0971 566833,https://wa.me/0971566833,13.13,4.8,74,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
JOSEPH Shopping San Lorenzo,Peluqueria,General,San Lorenzo,"San Lorenzo 111427, Paraguay",0982 558760,https://wa.me/0982558760,12.65,4.3,98,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Go Pilates Fdo Zona Norte,Gimnasio/Fitness,Yoga/Pilates,Fernando de la Mora,"Teniente Ettiene, Fernando de la Mora 110309, Paraguay",0972 180808,https://wa.me/0972180808,7.06,4.8,23,NO,ATM_BRUXISMO,5,ATM_BRUXISMO
MARY SPA,Spa/Wellness,Spa,Fernando de la Mora,"Tte. Cnel. Alfredo Ramos 1996, Fernando de la Mora 110301, Paraguay",0985 987439,https://wa.me/0985987439,7.3,5.0,24,NO,ATM_BRUXISMO,5,ATM_BRUXISMO
RINO GYM,Gimnasio/Fitness,Gimnasio,Mariano Roque Alonso,"2040, Mariano Roque Alonso 111019, Paraguay",0984 000011,https://wa.me/0984000011,12.27,4.7,67,YES,ADJACENT_REFER,5,ADJACENT_GENERAL
Bella Vida Spa,Spa/Wellness,Spa,Fernando de la Mora,"Avda. Laguna Grande &, MFRC+CM3, Libertad, Fernando de la Mora 110311, Paraguay",0981 320052,https://wa.me/0981320052,8.23,4.5,21,NO,ATM_BRUXISMO,5,ATM_BRUXISMO
Dos Jazmines Spa,Spa/Wellness,Spa,Fernando de la Mora,"Pedro Getto 376 casi Rio Yhaguy Fernando de la Mora, Fernando de la Mora 2300, Paraguay",0981 249933,https://wa.me/0981249933,5.43,5.0,21,NO,ATM_BRUXISMO,5,ATM_BRUXISMO
Piercing & Tattoo Yakaré Pajhe,Tatuajes/Piercing,Piercing Studio,San Lorenzo,"MF3V+W2Q, San Lorenzo 111430, Paraguay",0981 497868,https://wa.me/0981497868,10.88,4.7,95,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Glow Spa Py,Spa/Wellness,Spa,Asunción,"Domingo Portillo 1542, Asunción 001520, Paraguay",0985 900533,https://wa.me/0985900533,6.47,4.8,23,NO,ATM_BRUXISMO,5,ATM_BRUXISMO
YogaFitness,Gimnasio/Fitness,Yoga/Pilates,Fernando de la Mora,"Paí Marcos esquina, Fernando de la Mora 110303, Paraguay",0984 659934,https://wa.me/0984659934,8.11,4.8,25,NO,ATM_BRUXISMO,5,ATM_BRUXISMO
Mbarete CrossFit,Gimnasio/Fitness,CrossFit,Luque,"QF4W+V26, America, Luque 2060, Paraguay",0986 224939,https://wa.me/0986224939,13.2,4.8,51,YES,ADJACENT_REFER,5,ADJACENT_GENERAL
Ar Gym,Gimnasio/Fitness,Gimnasio,Ñemby,"JFF6+6R7, Av. Moisés Bertoni, Ñemby 111205, Paraguay",0972 158118,https://wa.me/0972158118,10.07,4.7,54,YES,ADJACENT_REFER,5,ADJACENT_GENERAL
Let's Go Gym,Gimnasio/Fitness,Gimnasio,Ñemby,"Av. Caaguazú N° 111, Ñemby 111222, Paraguay",0972 483481,https://wa.me/0972483481,12.17,4.7,62,YES,ADJACENT_REFER,5,ADJACENT_GENERAL
MegaCosméticos Mariano Roque Alonso,Otros,General,Mariano Roque Alonso,"Ruta Transchaco esquina, Mariano Roque Alonso 111010, Paraguay",0984 994979,https://wa.me/0984994979,13.76,4.6,69,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Gato Tattoo,Tatuajes/Piercing,General,Ñemby,"JF44+M4M, Acceso Sur, Ñemby 111214, Paraguay",0991 258494,https://wa.me/0991258494,10.99,4.9,86,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
CHARME SAN LORENZO,Otros,General,San Lorenzo,"MF5R+7VW, San Lorenzo 111423, Paraguay",0982 139287,https://wa.me/0982139287,10.73,4.7,53,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Mi Spacio,Spa/Wellness,Spa,Fernando de la Mora,"MFP8+PPV, Coronel Jose Ortiz, Fernando de la Mora 110310, Paraguay",0981 814240,https://wa.me/0981814240,7.72,4.9,20,NO,ATM_BRUXISMO,5,ATM_BRUXISMO
PELUQUERÍA Y BARBERÍA SEGOVIA,Peluqueria,General,Ñemby,"Cap. Bado, Ñemby 111214, Paraguay",0984 629407,https://wa.me/0984629407,10.12,4.9,87,YES,ADJACENT_REFER,5,ADJACENT_GENERAL
Tercer Cielo Club,Salon de Belleza,General,Villa Elisa,"JCP8+GW9, Venezuela, Villa Elisa 111507, Paraguay",0961 799999,https://wa.me/0961799999,6.17,4.9,21,NO,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Botica Magistral - San Lorenzo,Otros,General,San Lorenzo,"Julia Miranda Cueto, San Lorenzo 111423, Paraguay",(021) 582 356,https://wa.me/59521582356,11.1,4.2,90,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
Salón de Belleza Andrea Unisex,Peluqueria,General,Fernando de la Mora,"Teniente Ettiene casi, Fernando de la Mora 110309, Paraguay",0994 258424,https://wa.me/0994258424,7.24,4.7,21,NO,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Peluqueria Carmen Lazzarini,Peluqueria,General,Mariano Roque Alonso,"Av Remanso, Mariano Roque Alonso 111013, Paraguay",0994 221204,https://wa.me/0994221204,14.92,4.8,63,YES,ADJACENT_REFER,5,ADJACENT_GENERAL
AVANI cuidados de la belleza,Salon de Belleza,General,Fernando de la Mora,"Del Carmen &, MFQF+X76, Benza Carrera, Fernando de la Mora 110311, Paraguay",0994 202928,https://wa.me/0994202928,8.37,4.7,25,NO,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Anails Beauty Bar,Uñas/Nails,Salon Uñas,San Lorenzo,"Manuel Ortiz Guerrero, San Lorenzo 111430, Paraguay",0991 450203,https://wa.me/0991450203,11.15,4.0,80,NO,ADJACENT_REFER,5,ADJACENT_GENERAL
LIZ BORDON STUDIO DE BELLEZA,Salon de Belleza,General,Fernando de la Mora,"Rio Yhaguy, Fernando de la Mora 110309, Paraguay",0982 230720,https://wa.me/0982230720,6.27,5.0,24,NO,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Julia Ruiz Beauty Center,Salon de Belleza,General,Asunción,"Eusebio Lillo Robles 3063, Asunción 1026, Paraguay",0985 300814,https://wa.me/0985300814,6.07,4.9,28,NO,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Salón de Belleza Lucy,Salon de Belleza,General,Villa Elisa,"JCMF+59R, Villa Elisa 111509, Paraguay",0983 341407,https://wa.me/0983341407,6.78,4.8,24,NO,ESTETICA_DENTAL,5,ESTETICA_SONRISA
